x,y,a,b,c,d,e,f,g,h,Bisymmetric factors
41,349,29,1,1,29,1,12,12,1,True
41,365,1,13,13,1,28,1,1,28,True
41,365,1,28,28,1,13,1,1,13,True
41,365,13,1,1,13,1,28,28,1,True
41,365,28,1,1,28,1,13,13,1,True
41,379,1,14,14,1,27,1,1,27,True
41,379,1,27,27,1,14,1,1,14,True
41,379,14,1,1,14,1,27,27,1,True
41,379,27,1,1,27,1,14,14,1,True
41,391,1,15,15,1,26,1,1,26,True
41,391,1,26,26,1,15,1,1,15,True
41,391,15,1,1,15,1,26,26,1,True
41,391,26,1,1,26,1,15,15,1,True
41,401,1,16,16,1,25,1,1,25,True
41,401,1,25,25,1,16,1,1,16,True
41,401,16,1,1,16,1,25,25,1,True
41,401,25,1,1,25,1,16,16,1,True
41,409,1,17,17,1,24,1,1,24,True
41,409,1,24,24,1,17,1,1,17,True
41,409,17,1,1,17,1,24,24,1,True
41,409,24,1,1,24,1,17,17,1,True
41,415,1,18,18,1,23,1,1,23,True
41,415,1,23,23,1,18,1,1,18,True
41,415,18,1,1,18,1,23,23,1,True
41,415,23,1,1,23,1,18,18,1,True
41,419,1,19,19,1,22,1,1,22,True
41,419,1,22,22,1,19,1,1,19,True
41,419,19,1,1,19,1,22,22,1,True
41,419,22,1,1,22,1,19,19,1,True
41,421,1,20,20,1,21,1,1,21,True
41,421,1,21,21,1,20,1,1,20,True
41,421,20,1,1,20,1,21,21,1,True
41,421,21,1,1,21,1,20,20,1,True
42,43,2,3,3,2,9,8,8,9,True
42,43,3,2,2,3,8,9,9,8,True
42,43,8,9,9,8,3,2,2,3,True
42,43,9,8,8,9,2,3,3,2,True
42,53,2,3,3,2,15,4,4,15,True
42,53,3,2,2,3,4,15,15,4,True
42,53,4,15,15,4,3,2,2,3,True
42,53,15,4,4,15,2,3,3,2,True
42,361,1,12,12,1,30,1,1,30,True
42,361,1,30,30,1,12,1,1,12,True
42,361,12,1,1,12,1,30,30,1,True
42,361,30,1,1,30,1,12,12,1,True
42,433,1,18,18,1,24,1,1,24,True
42,433,1,24,24,1,18,1,1,18,True
42,433,18,1,1,18,1,24,24,1,True
42,433,24,1,1,24,1,18,18,1,True
43,44,1,2,2,1,15,14,14,15,True
43,44,2,1,1,2,14,15,15,14,True
43,44,14,15,15,14,2,1,1,2,True
43,44,15,14,14,15,1,2,2,1,True
43,45,3,5,5,3,6,5,5,6,True
43,45,5,3,3,5,5,6,6,5,True
43,45,5,6,6,5,5,3,3,5,True
43,45,6,5,5,6,3,5,5,3,True
43,47,1,2,2,1,17,13,13,17,True
43,47,1,5,5,1,8,7,7,8,True
43,47,2,1,1,2,13,17,17,13,True
43,47,2,3,3,2,11,7,7,11,True
43,47,3,2,2,3,7,11,11,7,True
43,47,3,7,7,3,5,4,4,5,True
43,47,4,5,5,4,7,3,3,7,True
43,47,5,1,1,5,7,8,8,7,True
43,47,5,4,4,5,3,7,7,3,True
43,47,7,3,3,7,4,5,5,4,True
43,47,7,8,8,7,5,1,1,5,True
43,47,7,11,11,7,3,2,2,3,True
43,47,8,7,7,8,1,5,5,1,True
43,47,11,7,7,11,2,3,3,2,True
43,47,13,17,17,13,2,1,1,2,True
43,47,17,13,13,17,1,2,2,1,True
43,48,1,6,6,1,7,6,6,7,True
43,48,3,4,4,3,9,4,4,9,True
43,48,4,3,3,4,4,9,9,4,True
43,48,4,9,9,4,4,3,3,4,True
43,48,6,1,1,6,6,7,7,6,True
43,48,6,7,7,6,6,1,1,6,True
43,48,7,6,6,7,1,6,6,1,True
43,48,9,4,4,9,3,4,4,3,True
43,49,1,3,3,1,13,10,10,13,True
43,49,3,1,1,3,10,13,13,10,True
43,49,10,13,13,10,3,1,1,3,True
43,49,13,10,10,13,1,3,3,1,True
43,50,1,2,2,1,19,12,12,19,True
43,50,2,1,1,2,12,19,19,12,True
43,50,12,19,19,12,2,1,1,2,True
43,50,19,12,12,19,1,2,2,1,True
43,52,1,4,4,1,11,8,8,11,True
43,52,2,3,3,2,14,5,5,14,True
43,52,3,2,2,3,5,14,14,5,True
43,52,4,1,1,4,8,11,11,8,True
43,52,5,14,14,5,3,2,2,3,True
43,52,8,11,11,8,4,1,1,4,True
43,52,11,8,8,11,1,4,4,1,True
43,52,14,5,5,14,2,3,3,2,True
43,53,1,2,2,1,21,11,11,21,True
43,53,2,1,1,2,11,21,21,11,True
43,53,11,21,21,11,2,1,1,2,True
43,53,21,11,11,21,1,2,2,1,True
43,55,1,13,13,1,4,3,3,4,True
43,55,2,5,5,2,9,5,5,9,True
43,55,3,4,4,3,13,1,1,13,True
43,55,4,3,3,4,1,13,13,1,True
43,55,5,2,2,5,5,9,9,5,True
43,55,5,9,9,5,5,2,2,5,True
43,55,9,5,5,9,2,5,5,2,True
43,55,13,1,1,13,3,4,4,3,True
43,56,1,2,2,1,23,10,10,23,True
43,56,2,1,1,2,10,23,23,10,True
43,56,10,23,23,10,2,1,1,2,True
43,56,23,10,10,23,1,2,2,1,True
43,57,1,3,3,1,16,9,9,16,True
43,57,2,3,3,2,17,3,3,17,True
43,57,3,1,1,3,9,16,16,9,True
43,57,3,2,2,3,3,17,17,3,True
43,57,3,17,17,3,3,2,2,3,True
43,57,9,16,16,9,3,1,1,3,True
43,57,16,9,9,16,1,3,3,1,True
43,57,17,3,3,17,2,3,3,2,True
43,59,1,2,2,1,25,9,9,25,True
43,59,2,1,1,2,9,25,25,9,True
43,59,9,25,25,9,2,1,1,2,True
43,59,25,9,9,25,1,2,2,1,True
43,61,1,7,7,1,8,5,5,8,True
43,61,2,11,11,2,5,3,3,5,True
43,61,3,5,5,3,11,2,2,11,True
43,61,5,3,3,5,2,11,11,2,True
43,61,5,8,8,5,7,1,1,7,True
43,61,7,1,1,7,5,8,8,5,True
43,61,8,5,5,8,1,7,7,1,True
43,61,11,2,2,11,3,5,5,3,True
43,62,1,2,2,1,27,8,8,27,True
43,62,1,20,20,1,3,2,2,3,True
43,62,2,1,1,2,8,27,27,8,True
43,62,2,3,3,2,20,1,1,20,True
43,62,3,2,2,3,1,20,20,1,True
43,62,8,27,27,8,2,1,1,2,True
43,62,20,1,1,20,2,3,3,2,True
43,62,27,8,8,27,1,2,2,1,True
43,65,1,2,2,1,29,7,7,29,True
43,65,1,3,3,1,19,8,8,19,True
43,65,2,1,1,2,7,29,29,7,True
43,65,3,1,1,3,8,19,19,8,True
43,65,7,29,29,7,2,1,1,2,True
43,65,8,19,19,8,3,1,1,3,True
43,65,19,8,8,19,1,3,3,1,True
43,65,29,7,7,29,1,2,2,1,True
43,67,1,4,4,1,15,7,7,15,True
43,67,1,9,9,1,7,4,4,7,True
43,67,4,1,1,4,7,15,15,7,True
43,67,4,7,7,4,9,1,1,9,True
43,67,7,4,4,7,1,9,9,1,True
43,67,7,15,15,7,4,1,1,4,True
43,67,9,1,1,9,4,7,7,4,True
43,67,15,7,7,15,1,4,4,1,True
43,68,1,2,2,1,31,6,6,31,True
43,68,2,1,1,2,6,31,31,6,True
43,68,6,31,31,6,2,1,1,2,True
43,68,31,6,6,31,1,2,2,1,True
43,71,1,2,2,1,33,5,5,33,True
43,71,1,5,5,1,13,6,6,13,True
43,71,2,1,1,2,5,33,33,5,True
43,71,5,1,1,5,6,13,13,6,True
43,71,5,33,33,5,2,1,1,2,True
43,71,6,13,13,6,5,1,1,5,True
43,71,13,6,6,13,1,5,5,1,True
43,71,33,5,5,33,1,2,2,1,True
43,73,1,3,3,1,22,7,7,22,True
43,73,3,1,1,3,7,22,22,7,True
43,73,7,22,22,7,3,1,1,3,True
43,73,22,7,7,22,1,3,3,1,True
43,74,1,2,2,1,35,4,4,35,True
43,74,2,1,1,2,4,35,35,4,True
43,74,4,35,35,4,2,1,1,2,True
43,74,35,4,4,35,1,2,2,1,True
43,76,2,5,5,2,14,3,3,14,True
43,76,3,14,14,3,5,2,2,5,True
43,76,5,2,2,5,3,14,14,3,True
43,76,14,3,3,14,2,5,5,2,True
43,77,1,2,2,1,37,3,3,37,True
43,77,2,1,1,2,3,37,37,3,True
43,77,3,37,37,3,2,1,1,2,True
43,77,37,3,3,37,1,2,2,1,True
43,78,2,9,9,2,8,3,3,8,True
43,78,3,8,8,3,9,2,2,9,True
43,78,8,3,3,8,2,9,9,2,True
43,78,9,2,2,9,3,8,8,3,True
43,80,1,2,2,1,39,2,2,39,True
43,80,2,1,1,2,2,39,39,2,True
43,80,2,39,39,2,2,1,1,2,True
43,80,39,2,2,39,1,2,2,1,True
43,81,1,3,3,1,25,6,6,25,True
43,81,3,1,1,3,6,25,25,6,True
43,81,6,25,25,6,3,1,1,3,True
43,81,25,6,6,25,1,3,3,1,True
43,82,1,4,4,1,19,6,6,19,True
43,82,4,1,1,4,6,19,19,6,True
43,82,6,19,19,6,4,1,1,4,True
43,82,19,6,6,19,1,4,4,1,True
43,83,1,2,2,1,41,1,1,41,True
43,83,1,6,6,1,13,5,5,13,True
43,83,1,41,41,1,2,1,1,2,True
43,83,2,1,1,2,1,41,41,1,True
43,83,2,7,7,2,11,3,3,11,True
43,83,3,11,11,3,7,2,2,7,True
43,83,5,13,13,5,6,1,1,6,True
43,83,6,1,1,6,5,13,13,5,True
43,83,7,2,2,7,3,11,11,3,True
43,83,11,3,3,11,2,7,7,2,True
43,83,13,5,5,13,1,6,6,1,True
43,83,41,1,1,41,1,2,2,1,True
43,87,1,12,12,1,7,3,3,7,True
43,87,3,7,7,3,12,1,1,12,True
43,87,7,3,3,7,1,12,12,1,True
43,87,12,1,1,12,3,7,7,3,True
43,89,1,3,3,1,28,5,5,28,True
43,89,3,1,1,3,5,28,28,5,True
43,89,5,28,28,5,3,1,1,3,True
43,89,28,5,5,28,1,3,3,1,True
43,92,1,8,8,1,11,4,4,11,True
43,92,4,11,11,4,8,1,1,8,True
43,92,8,1,1,8,4,11,11,4,True
43,92,11,4,4,11,1,8,8,1,True
43,95,1,5,5,1,18,5,5,18,True
43,95,5,1,1,5,5,18,18,5,True
43,95,5,18,18,5,5,1,1,5,True
43,95,18,5,5,18,1,5,5,1,True
43,97,1,3,3,1,31,4,4,31,True
43,97,1,4,4,1,23,5,5,23,True
43,97,1,19,19,1,5,2,2,5,True
43,97,2,5,5,2,19,1,1,19,True
43,97,3,1,1,3,4,31,31,4,True
43,97,4,1,1,4,5,23,23,5,True
43,97,4,31,31,4,3,1,1,3,True
43,97,5,2,2,5,1,19,19,1,True
43,97,5,23,23,5,4,1,1,4,True
43,97,19,1,1,19,2,5,5,2,True
43,97,23,5,5,23,1,4,4,1,True
43,97,31,4,4,31,1,3,3,1,True
43,105,1,3,3,1,34,3,3,34,True
43,105,3,1,1,3,3,34,34,3,True
43,105,3,34,34,3,3,1,1,3,True
43,105,34,3,3,34,1,3,3,1,True
43,109,1,7,7,1,15,4,4,15,True
43,109,4,15,15,4,7,1,1,7,True
43,109,7,1,1,7,4,15,15,4,True
43,109,15,4,4,15,1,7,7,1,True
43,112,1,4,4,1,27,4,4,27,True
43,112,4,1,1,4,4,27,27,4,True
43,112,4,27,27,4,4,1,1,4,True
43,112,27,4,4,27,1,4,4,1,True
43,113,1,3,3,1,37,2,2,37,True
43,113,1,11,11,1,10,3,3,10,True
43,113,2,37,37,2,3,1,1,3,True
43,113,3,1,1,3,2,37,37,2,True
43,113,3,10,10,3,11,1,1,11,True
43,113,10,3,3,10,1,11,11,1,True
43,113,11,1,1,11,3,10,10,3,True
43,113,37,2,2,37,1,3,3,1,True
43,118,1,6,6,1,19,4,4,19,True
43,118,4,19,19,4,6,1,1,6,True
43,118,6,1,1,6,4,19,19,4,True
43,118,19,4,4,19,1,6,6,1,True
43,119,1,5,5,1,23,4,4,23,True
43,119,4,23,23,4,5,1,1,5,True
43,119,5,1,1,5,4,23,23,4,True
43,119,23,4,4,23,1,5,5,1,True
43,121,1,3,3,1,40,1,1,40,True
43,121,1,40,40,1,3,1,1,3,True
43,121,3,1,1,3,1,40,40,1,True
43,121,40,1,1,40,1,3,3,1,True
43,127,1,4,4,1,31,3,3,31,True
43,127,3,31,31,3,4,1,1,4,True
43,127,4,1,1,4,3,31,31,3,True
43,127,31,3,3,31,1,4,4,1,True
43,128,1,18,18,1,7,2,2,7,True
43,128,2,7,7,2,18,1,1,18,True
43,128,7,2,2,7,1,18,18,1,True
43,128,18,1,1,18,2,7,7,2,True
43,133,1,10,10,1,13,3,3,13,True
43,133,3,13,13,3,10,1,1,10,True
43,133,10,1,1,10,3,13,13,3,True
43,133,13,3,3,13,1,10,10,1,True
43,142,1,4,4,1,35,2,2,35,True
43,142,2,35,35,2,4,1,1,4,True
43,142,4,1,1,4,2,35,35,2,True
43,142,35,2,2,35,1,4,4,1,True
43,143,1,5,5,1,28,3,3,28,True
43,143,3,28,28,3,5,1,1,5,True
43,143,5,1,1,5,3,28,28,3,True
43,143,28,3,3,28,1,5,5,1,True
43,147,1,9,9,1,16,3,3,16,True
43,147,3,16,16,3,9,1,1,9,True
43,147,9,1,1,9,3,16,16,3,True
43,147,16,3,3,16,1,9,9,1,True
43,153,1,6,6,1,25,3,3,25,True
43,153,3,25,25,3,6,1,1,6,True
43,153,6,1,1,6,3,25,25,3,True
43,153,25,3,3,25,1,6,6,1,True
43,155,1,8,8,1,19,3,3,19,True
43,155,1,17,17,1,9,2,2,9,True
43,155,2,9,9,2,17,1,1,17,True
43,155,3,19,19,3,8,1,1,8,True
43,155,8,1,1,8,3,19,19,3,True
43,155,9,2,2,9,1,17,17,1,True
43,155,17,1,1,17,2,9,9,2,True
43,155,19,3,3,19,1,8,8,1,True
43,157,1,4,4,1,39,1,1,39,True
43,157,1,7,7,1,22,3,3,22,True
43,157,1,39,39,1,4,1,1,4,True
43,157,3,22,22,3,7,1,1,7,True
43,157,4,1,1,4,1,39,39,1,True
43,157,7,1,1,7,3,22,22,3,True
43,157,22,3,3,22,1,7,7,1,True
43,157,39,1,1,39,1,4,4,1,True
43,167,1,5,5,1,33,2,2,33,True
43,167,2,33,33,2,5,1,1,5,True
43,167,5,1,1,5,2,33,33,2,True
43,167,33,2,2,33,1,5,5,1,True
43,178,1,16,16,1,11,2,2,11,True
43,178,2,11,11,2,16,1,1,16,True
43,178,11,2,2,11,1,16,16,1,True
43,178,16,1,1,16,2,11,11,2,True
43,188,1,6,6,1,31,2,2,31,True
43,188,2,31,31,2,6,1,1,6,True
43,188,6,1,1,6,2,31,31,2,True
43,188,31,2,2,31,1,6,6,1,True
43,191,1,5,5,1,38,1,1,38,True
43,191,1,38,38,1,5,1,1,5,True
43,191,5,1,1,5,1,38,38,1,True
43,191,38,1,1,38,1,5,5,1,True
43,197,1,15,15,1,13,2,2,13,True
43,197,2,13,13,2,15,1,1,15,True
43,197,13,2,2,13,1,15,15,1,True
43,197,15,1,1,15,2,13,13,2,True
43,205,1,7,7,1,29,2,2,29,True
43,205,2,29,29,2,7,1,1,7,True
43,205,7,1,1,7,2,29,29,2,True
43,205,29,2,2,29,1,7,7,1,True
43,212,1,14,14,1,15,2,2,15,True
43,212,2,15,15,2,14,1,1,14,True
43,212,14,1,1,14,2,15,15,2,True
43,212,15,2,2,15,1,14,14,1,True
43,218,1,8,8,1,27,2,2,27,True
43,218,2,27,27,2,8,1,1,8,True
43,218,8,1,1,8,2,27,27,2,True
43,218,27,2,2,27,1,8,8,1,True
43,223,1,6,6,1,37,1,1,37,True
43,223,1,13,13,1,17,2,2,17,True
43,223,1,37,37,1,6,1,1,6,True
43,223,2,17,17,2,13,1,1,13,True
43,223,6,1,1,6,1,37,37,1,True
43,223,13,1,1,13,2,17,17,2,True
43,223,17,2,2,17,1,13,13,1,True
43,223,37,1,1,37,1,6,6,1,True
43,227,1,9,9,1,25,2,2,25,True
43,227,2,25,25,2,9,1,1,9,True
43,227,9,1,1,9,2,25,25,2,True
43,227,25,2,2,25,1,9,9,1,True
43,230,1,12,12,1,19,2,2,19,True
43,230,2,19,19,2,12,1,1,12,True
43,230,12,1,1,12,2,19,19,2,True
43,230,19,2,2,19,1,12,12,1,True
43,232,1,10,10,1,23,2,2,23,True
43,232,2,23,23,2,10,1,1,10,True
43,232,10,1,1,10,2,23,23,2,True
43,232,23,2,2,23,1,10,10,1,True
43,233,1,11,11,1,21,2,2,21,True
43,233,2,21,21,2,11,1,1,11,True
43,233,11,1,1,11,2,21,21,2,True
43,233,21,2,2,21,1,11,11,1,True
43,253,1,7,7,1,36,1,1,36,True
43,253,1,36,36,1,7,1,1,7,True
43,253,7,1,1,7,1,36,36,1,True
43,253,36,1,1,36,1,7,7,1,True
43,281,1,8,8,1,35,1,1,35,True
43,281,1,35,35,1,8,1,1,8,True
43,281,8,1,1,8,1,35,35,1,True
43,281,35,1,1,35,1,8,8,1,True
43,307,1,9,9,1,34,1,1,34,True
43,307,1,34,34,1,9,1,1,9,True
43,307,9,1,1,9,1,34,34,1,True
43,307,34,1,1,34,1,9,9,1,True
43,331,1,10,10,1,33,1,1,33,True
43,331,1,33,33,1,10,1,1,10,True
43,331,10,1,1,10,1,33,33,1,True
43,331,33,1,1,33,1,10,10,1,True
43,353,1,11,11,1,32,1,1,32,True
43,353,1,32,32,1,11,1,1,11,True
43,353,11,1,1,11,1,32,32,1,True
43,353,32,1,1,32,1,11,11,1,True
43,373,1,12,12,1,31,1,1,31,True
43,373,1,31,31,1,12,1,1,12,True
43,373,12,1,1,12,1,31,31,1,True
43,373,31,1,1,31,1,12,12,1,True
43,391,1,13,13,1,30,1,1,30,True
43,391,1,30,30,1,13,1,1,13,True
43,391,13,1,1,13,1,30,30,1,True
43,391,30,1,1,30,1,13,13,1,True
43,407,1,14,14,1,29,1,1,29,True
43,407,1,29,29,1,14,1,1,14,True
43,407,14,1,1,14,1,29,29,1,True
43,407,29,1,1,29,1,14,14,1,True
43,421,1,15,15,1,28,1,1,28,True
43,421,1,28,28,1,15,1,1,15,True
43,421,15,1,1,15,1,28,28,1,True
43,421,28,1,1,28,1,15,15,1,True
43,433,1,16,16,1,27,1,1,27,True
43,433,1,27,27,1,16,1,1,16,True
43,433,16,1,1,16,1,27,27,1,True
43,433,27,1,1,27,1,16,16,1,True
43,443,1,17,17,1,26,1,1,26,True
43,443,1,26,26,1,17,1,1,17,True
43,443,17,1,1,17,1,26,26,1,True
43,443,26,1,1,26,1,17,17,1,True
43,451,1,18,18,1,25,1,1,25,True
43,451,1,25,25,1,18,1,1,18,True
43,451,18,1,1,18,1,25,25,1,True
43,451,25,1,1,25,1,18,18,1,True
43,457,1,19,19,1,24,1,1,24,True
43,457,1,24,24,1,19,1,1,19,True
43,457,19,1,1,19,1,24,24,1,True
43,457,24,1,1,24,1,19,19,1,True
43,461,1,20,20,1,23,1,1,23,True
43,461,1,23,23,1,20,1,1,20,True
43,461,20,1,1,20,1,23,23,1,True
43,461,23,1,1,23,1,20,20,1,True
43,463,1,21,21,1,22,1,1,22,True
43,463,1,22,22,1,21,1,1,21,True
43,463,21,1,1,21,1,22,22,1,True
43,463,22,1,1,22,1,21,21,1,True
44,47,2,5,5,2,7,6,6,7,True
44,47,3,4,4,3,8,5,5,8,True
44,47,4,3,3,4,5,8,8,5,True
44,47,5,2,2,5,6,7,7,6,True
44,47,5,8,8,5,4,3,3,4,True
44,47,6,7,7,6,5,2,2,5,True
44,47,7,6,6,7,2,5,5,2,True
44,47,8,5,5,8,3,4,4,3,True
44,49,1,2,2,1,18,13,13,18,True
44,49,2,1,1,2,13,18,18,13,True
44,49,13,18,18,13,2,1,1,2,True
44,49,18,13,13,18,1,2,2,1,True
44,51,2,3,3,2,13,6,6,13,True
44,51,3,2,2,3,6,13,13,6,True
44,51,6,13,13,6,3,2,2,3,True
44,51,13,6,6,13,2,3,3,2,True
44,61,1,2,2,1,26,9,9,26,True
44,61,2,1,1,2,9,26,26,9,True
44,61,2,3,3,2,19,2,2,19,True
44,61,2,19,19,2,3,2,2,3,True
44,61,3,2,2,3,2,19,19,2,True
44,61,9,26,26,9,2,1,1,2,True
44,61,19,2,2,19,2,3,3,2,True
44,61,26,9,9,26,1,2,2,1,True
44,67,1,2,2,1,30,7,7,30,True
44,67,2,1,1,2,7,30,30,7,True
44,67,7,30,30,7,2,1,1,2,True
44,67,30,7,7,30,1,2,2,1,True
44,71,1,4,4,1,16,7,7,16,True
44,71,4,1,1,4,7,16,16,7,True
44,71,7,16,16,7,4,1,1,4,True
44,71,16,7,7,16,1,4,4,1,True
44,73,1,2,2,1,34,5,5,34,True
44,73,2,1,1,2,5,34,34,5,True
44,73,5,34,34,5,2,1,1,2,True
44,73,34,5,5,34,1,2,2,1,True
44,79,1,2,2,1,38,3,3,38,True
44,79,2,1,1,2,3,38,38,3,True
44,79,3,38,38,3,2,1,1,2,True
44,79,38,3,3,38,1,2,2,1,True
44,85,1,2,2,1,42,1,1,42,True
44,85,1,42,42,1,2,1,1,2,True
44,85,2,1,1,2,1,42,42,1,True
44,85,42,1,1,42,1,2,2,1,True
44,89,1,6,6,1,14,5,5,14,True
44,89,2,5,5,2,17,2,2,17,True
44,89,2,17,17,2,5,2,2,5,True
44,89,5,2,2,5,2,17,17,2,True
44,89,5,14,14,5,6,1,1,6,True
44,89,6,1,1,6,5,14,14,5,True
44,89,14,5,5,14,1,6,6,1,True
44,89,17,2,2,17,2,5,5,2,True
44,101,1,4,4,1,24,5,5,24,True
44,101,4,1,1,4,5,24,24,5,True
44,101,5,24,24,5,4,1,1,4,True
44,101,24,5,5,24,1,4,4,1,True
44,109,2,7,7,2,15,2,2,15,True
44,109,2,15,15,2,7,2,2,7,True
44,109,7,2,2,7,2,15,15,2,True
44,109,15,2,2,15,2,7,7,2,True
44,125,2,11,11,2,11,2,2,11,True
44,125,11,2,2,11,2,11,11,2,True
44,131,1,4,4,1,32,3,3,32,True
44,131,3,32,32,3,4,1,1,4,True
44,131,4,1,1,4,3,32,32,3,True
44,131,32,3,3,32,1,4,4,1,True
44,159,1,6,6,1,26,3,3,26,True
44,159,3,26,26,3,6,1,1,6,True
44,159,6,1,1,6,3,26,26,3,True
44,159,26,3,3,26,1,6,6,1,True
44,161,1,4,4,1,40,1,1,40,True
44,161,1,40,40,1,4,1,1,4,True
44,161,4,1,1,4,1,40,40,1,True
44,161,40,1,1,40,1,4,4,1,True
44,163,1,8,8,1,20,3,3,20,True
44,163,3,20,20,3,8,1,1,8,True
44,163,8,1,1,8,3,20,20,3,True
44,163,20,3,3,20,1,8,8,1,True
44,229,1,6,6,1,38,1,1,38,True
44,229,1,38,38,1,6,1,1,6,True
44,229,6,1,1,6,1,38,38,1,True
44,229,38,1,1,38,1,6,6,1,True
44,289,1,8,8,1,36,1,1,36,True
44,289,1,36,36,1,8,1,1,8,True
44,289,8,1,1,8,1,36,36,1,True
44,289,36,1,1,36,1,8,8,1,True
44,421,1,14,14,1,30,1,1,30,True
44,421,1,30,30,1,14,1,1,14,True
44,421,14,1,1,14,1,30,30,1,True
44,421,30,1,1,30,1,14,14,1,True
44,449,1,16,16,1,28,1,1,28,True
44,449,1,28,28,1,16,1,1,16,True
44,449,16,1,1,16,1,28,28,1,True
44,449,28,1,1,28,1,16,16,1,True
44,469,1,18,18,1,26,1,1,26,True
44,469,1,26,26,1,18,1,1,18,True
44,469,18,1,1,18,1,26,26,1,True
44,469,26,1,1,26,1,18,18,1,True
44,481,1,20,20,1,24,1,1,24,True
44,481,1,24,24,1,20,1,1,20,True
44,481,20,1,1,20,1,24,24,1,True
44,481,24,1,1,24,1,20,20,1,True
44,485,1,22,22,1,22,1,1,22,True
44,485,22,1,1,22,1,22,22,1,True
45,46,3,4,4,3,7,6,6,7,True
45,46,4,3,3,4,6,7,7,6,True
45,46,6,7,7,6,4,3,3,4,True
45,46,7,6,6,7,3,4,4,3,True
45,47,1,3,3,1,12,11,11,12,True
45,47,3,1,1,3,11,12,12,11,True
45,47,11,12,12,11,3,1,1,3,True
45,47,12,11,11,12,1,3,3,1,True
45,53,3,4,4,3,11,3,3,11,True
45,53,3,11,11,3,4,3,3,4,True
45,53,4,3,3,4,3,11,11,3,True
45,53,11,3,3,11,3,4,4,3,True
45,59,3,5,5,3,10,3,3,10,True
45,59,3,10,10,3,5,3,3,5,True
45,59,5,3,3,5,3,10,10,3,True
45,59,10,3,3,10,3,5,5,3,True
45,71,1,3,3,1,21,8,8,21,True
45,71,3,1,1,3,8,21,21,8,True
45,71,8,21,21,8,3,1,1,3,True
45,71,21,8,8,21,1,3,3,1,True
45,79,1,3,3,1,24,7,7,24,True
45,79,3,1,1,3,7,24,24,7,True
45,79,7,24,24,7,3,1,1,3,True
45,79,24,7,7,24,1,3,3,1,True
45,103,1,3,3,1,33,4,4,33,True
45,103,3,1,1,3,4,33,33,4,True
45,103,4,33,33,4,3,1,1,3,True
45,103,33,4,4,33,1,3,3,1,True
45,119,1,3,3,1,39,2,2,39,True
45,119,2,39,39,2,3,1,1,3,True
45,119,3,1,1,3,2,39,39,2,True
45,119,39,2,2,39,1,3,3,1,True
45,127,1,3,3,1,42,1,1,42,True
45,127,1,42,42,1,3,1,1,3,True
45,127,3,1,1,3,1,42,42,1,True
45,127,42,1,1,42,1,3,3,1,True
45,164,1,18,18,1,9,2,2,9,True
45,164,2,9,9,2,18,1,1,18,True
45,164,9,2,2,9,1,18,18,1,True
45,164,18,1,1,18,2,9,9,2,True
45,227,1,15,15,1,15,2,2,15,True
45,227,2,15,15,2,15,1,1,15,True
45,227,15,1,1,15,2,15,15,2,True
45,227,15,2,2,15,1,15,15,1,True
45,254,1,12,12,1,21,2,2,21,True
45,254,2,21,21,2,12,1,1,12,True
45,254,12,1,1,12,2,21,21,2,True
45,254,21,2,2,21,1,12,12,1,True
45,397,1,12,12,1,33,1,1,33,True
45,397,1,33,33,1,12,1,1,12,True
45,397,12,1,1,12,1,33,33,1,True
45,397,33,1,1,33,1,12,12,1,True
45,451,1,15,15,1,30,1,1,30,True
45,451,1,30,30,1,15,1,1,15,True
45,451,15,1,1,15,1,30,30,1,True
45,451,30,1,1,30,1,15,15,1,True
45,487,1,18,18,1,27,1,1,27,True
45,487,1,27,27,1,18,1,1,18,True
45,487,18,1,1,18,1,27,27,1,True
45,487,27,1,1,27,1,18,18,1,True
46,47,1,2,2,1,16,15,15,16,True
46,47,2,1,1,2,15,16,16,15,True
46,47,15,16,16,15,2,1,1,2,True
46,47,16,15,15,16,1,2,2,1,True
46,49,1,4,4,1,10,9,9,10,True
46,49,2,3,3,2,11,8,8,11,True
46,49,3,2,2,3,8,11,11,8,True
46,49,4,1,1,4,9,10,10,9,True
46,49,8,11,11,8,3,2,2,3,True
46,49,9,10,10,9,4,1,1,4,True
46,49,10,9,9,10,1,4,4,1,True
46,49,11,8,8,11,2,3,3,2,True
46,53,1,2,2,1,20,13,13,20,True
46,53,1,8,8,1,6,5,5,6,True
46,53,2,1,1,2,13,20,20,13,True
46,53,2,9,9,2,5,4,4,5,True
46,53,4,5,5,4,9,2,2,9,True
46,53,5,4,4,5,2,9,9,2,True
46,53,5,6,6,5,8,1,1,8,True
46,53,6,5,5,6,1,8,8,1,True
46,53,8,1,1,8,5,6,6,5,True
46,53,9,2,2,9,4,5,5,4,True
46,53,13,20,20,13,2,1,1,2,True
46,53,20,13,13,20,1,2,2,1,True
46,59,1,2,2,1,24,11,11,24,True
46,59,1,14,14,1,4,3,3,4,True
46,59,2,1,1,2,11,24,24,11,True
46,59,2,3,3,2,17,4,4,17,True
46,59,3,2,2,3,4,17,17,4,True
46,59,3,4,4,3,14,1,1,14,True
46,59,4,3,3,4,1,14,14,1,True
46,59,4,17,17,4,3,2,2,3,True
46,59,11,24,24,11,2,1,1,2,True
46,59,14,1,1,14,3,4,4,3,True
46,59,17,4,4,17,2,3,3,2,True
46,59,24,11,11,24,1,2,2,1,True
46,65,1,2,2,1,28,9,9,28,True
46,65,2,1,1,2,9,28,28,9,True
